Domain,Product URL
https://www.tatacliq.com/,https://www.tatacliq.com/search/page-1?q=ethnic+wear+-+shop+all+%3Arelevance%3Alist%3AlistId_ea75fe58ecdf4058898f36e03c8ab3d3%3AinStockFlag%3Atrue%3Abrand%3AMBH11A00006%3Abrand%3AMBH11A00367%3Abrand%3AMBH11B25800%3Abrand%3AMBH11A00002%3Abrand%3AMBH11B10519%3Abrand%3AMBH11B13459%3Adisplay-classification%3AKurta+Bottom+Dupatta+Set%3Adisplay-classification%3AKurta+Bottom+Set%3Adisplay-classification%3AKurta%3Adisplay-classification%3AKurtas%3Acolour%3APink_FFC0CB%3Acolour%3AYellow_FFFF00%3Acolour%3ALavender_a998cd%3Acolour%3ALilac_c8a2c8%3Acolour%3ACoral_FF7F50%3Acolour%3APeach_ffcba4%3Acolour%3ATurquoise_40E0D0%3Acolour%3AWhite_FFFFFF%3Acolour%3AMagenta_FF00FF%3Acolour%3AMauve_e9e3f4%3Aprice%3A%E2%82%B91%2C000-%E2%82%B93%2C000%3AdiscountFlag%3A50%25+-+70%25%3Apattern-classification%3AFloral%3Apattern-classification%3AEmbroidered%3Abrand%3AMBH11A00005%3Abrand%3AMBH11B11076%3Abrand%3AMBH11A00550&icid2=hero:hbr:main:hmp:m10:mulb:best:01:R2:clp:bx:010
https://www.tatacliq.com/,https://www.tatacliq.com/fossil-fs5437-townsman-analog-watch-for-men/p-mp000000003322870
https://www.tatacliq.com/,https://www.tatacliq.com/accessories-women-bags-sling-bags/c-msh1600000
https://www.tatacliq.com/,https://www.tatacliq.com/footwear-women-sneakers/c-msh1310115
https://www.tatacliq.com/,https://www.tatacliq.com/fossil-fs5551-the-minimalist-analog-watch-for-men/p-mp000000005807138
https://www.tatacliq.com/,https://www.tatacliq.com/returns-faq
https://www.tatacliq.com/,https://www.tatacliq.com/men-sneakers/c-msh1311115
https://www.tatacliq.com/,https://www.tatacliq.com/accessories/c-msh16
https://www.tatacliq.com/,https://www.tatacliq.com/womens-clothing-western-wear-jumpsuits/c-msh1016108
https://www.tatacliq.com/,https://www.tatacliq.com/footwear-women-boots/c-msh1310114
https://www.tatacliq.com/,https://www.tatacliq.com/vark/c-mbh11a00269/page-1
https://www.tatacliq.com/,https://www.tatacliq.com/woodland/c-mbh13f00086
https://www.tatacliq.com/,https://www.tatacliq.com/fabindia/c-mbh11a00198
https://www.tatacliq.com/,https://www.tatacliq.com/cancellation-faq
https://www.tatacliq.com/,https://www.tatacliq.com/reebok-mens-club-c-85-black-casual-sneakers/p-mp000000022820195
https://www.tatacliq.com/,https://www.tatacliq.com/offers-promotion-faq
https://www.tatacliq.com/,https://www.tatacliq.com/skechers/c-mbh13f00073
https://www.tatacliq.com/,https://www.tatacliq.com/returns-policy
https://www.tatacliq.com/,https://www.tatacliq.com/men-casual/c-msh1311113
https://www.tatacliq.com/,https://www.tatacliq.com/men-sports-shoes-running/c-msh1311128100
https://www.tatacliq.com/,https://www.tatacliq.com/shopping-faq
https://www.westside.com/,https://www.westside.com/collections/view-all-lingerie
https://www.westside.com/,https://www.westside.com/
https://www.westside.com/,https://www.westside.com/collections/woman
https://www.westside.com/,https://www.westside.com/collections/kids-boys-underwear
https://www.westside.com/,https://www.westside.com/collections/home-kitchen-table-linen
https://www.westside.com/,https://www.westside.com/collections/sale-kids
https://www.westside.com/,https://www.westside.com/collections/accessories
https://www.westside.com/,https://www.westside.com/collections/joggers-shorts-for-men
https://www.westside.com/,https://www.westside.com/collections/baby-boy-jeans
